Ticker,,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Rent Expense Supplemental,Total Operating Income As Reported,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Average Dilution Earnings,Net Income Common Stockholders,Otherunder Preferred Stock Dividend,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Restructuring And Mergern Acquisition,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Research And Development,Selling General And Administration,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Gain On Sale Of Ppe,Gain On Sale Of Business,Impairment Of Capital Assets,Earnings From Equity Interest,Gain On Sale Of Security,Other Operating Expenses,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Amortization,Amortization Of Intangibles Income Statement,General And Administrative Expense,Other Gand A,Salaries And Wages,Other Special Charges,Write Off,Selling And Marketing Expense,Earnings From Equity Interest Net Of Tax,Preferred Stock Dividends,Net Income Discontinuous Operations,Total Other Finance Cost,Occupancy And Equipment,Professional Expense And Contract Services Expense,Other Non Interest Expense,Other Taxes
PG,2024-06-30,-270882000.0,0.202,23923000000.0,-1341000000.0,-1341000000.0,14879000000.0,2896000000.0,40848000000.0,22582000000.0,19686000000.0,-452000000.0,925000000.0,473000000.0,15949118000.0,14879000000.0,64153000000.0,,18545000000.0,2471900000.0,2407605178.0,6.02,6.18,14879000000.0,284000000.0,14595000000.0,,14879000000.0,-95000000.0,14974000000.0,14974000000.0,3787000000.0,18761000000.0,-673000000.0,668000000.0,-1341000000.0,,-452000000.0,925000000.0,473000000.0,19886000000.0,23305000000.0,,23305000000.0,43191000000.0,40848000000.0,84039000000.0,84039000000.0,,,1341000000.0,,,,,,,,,,,,,,,284000000.0,,,,,,
PG,2023-06-30,0.0,0.017,21823000000.0,0.0,0.0,14653000000.0,2714000000.0,42760000000.0,21823000000.0,19109000000.0,-449000000.0,756000000.0,307000000.0,14653000000.0,14653000000.0,63872000000.0,,18134000000.0,2483900000.0,2414003295.0,5.9,6.07,14653000000.0,282000000.0,14371000000.0,,14653000000.0,-85000000.0,14738000000.0,14738000000.0,3615000000.0,18353000000.0,668000000.0,668000000.0,0.0,,-449000000.0,756000000.0,307000000.0,18134000000.0,21112000000.0,,21112000000.0,39246000000.0,42760000000.0,82006000000.0,82006000000.0,,,0.0,,,,,,,,,,,,,,,282000000.0,,,,,,
PG,2022-06-30,0.0,0.178,21241000000.0,0.0,0.0,14742000000.0,2807000000.0,42157000000.0,21241000000.0,18434000000.0,-388000000.0,439000000.0,51000000.0,14742000000.0,14742000000.0,62374000000.0,,17813000000.0,2539100000.0,2457000000.0,5.81,6.0,14742000000.0,281000000.0,14461000000.0,,14742000000.0,-51000000.0,14793000000.0,14793000000.0,3202000000.0,17995000000.0,570000000.0,570000000.0,0.0,,-388000000.0,439000000.0,51000000.0,17813000000.0,20217000000.0,,20217000000.0,38030000000.0,42157000000.0,80187000000.0,80187000000.0,,,0.0,,,,,,,,,,,,,,,281000000.0,,,,,,
CVX,2025-12-31,,,,,,,,,,,,,,,,,,,1855637000.0,1849217000.0,6.63,6.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CVX,2024-12-31,0.0,0.355,44725000000.0,,,17661000000.0,16625000000.0,136488000000.0,44725000000.0,28100000000.0,-594000000.0,594000000.0,,17661000000.0,17661000000.0,174497000000.0,,,1816602000.0,1809583000.0,9.72,9.76,17661000000.0,,17661000000.0,,17661000000.0,-88000000.0,17749000000.0,17749000000.0,9757000000.0,27506000000.0,9183000000.0,4587000000.0,,,-594000000.0,594000000.0,,18917000000.0,38009000000.0,,4834000000.0,56926000000.0,136488000000.0,193414000000.0,193414000000.0,,,,4596000000.0,,28459000000.0,,,,,,,,,,,,,,,,,,4716000000.0
CVX,2023-12-31,0.0,0.276,45042000000.0,,,21369000000.0,14989000000.0,136522000000.0,45042000000.0,30053000000.0,-469000000.0,469000000.0,,21369000000.0,21369000000.0,170684000000.0,,,1880307000.0,1872737000.0,11.36,11.41,21369000000.0,,21369000000.0,,21369000000.0,-42000000.0,21411000000.0,21411000000.0,8173000000.0,29584000000.0,3824000000.0,-1307000000.0,,,-469000000.0,469000000.0,,26229000000.0,34162000000.0,,4141000000.0,60391000000.0,136522000000.0,196913000000.0,196913000000.0,,,,5131000000.0,,25801000000.0,,,,,,,,,,,,,,,,,,4220000000.0
CVX,2022-12-31,0.0,0.283,65485000000.0,,,35465000000.0,15295000000.0,161735000000.0,65485000000.0,50190000000.0,-516000000.0,516000000.0,,35465000000.0,35465000000.0,195767000000.0,,,1940277000.0,1931486000.0,18.28,18.36,35465000000.0,,35465000000.0,,35465000000.0,-143000000.0,35608000000.0,35608000000.0,14066000000.0,49674000000.0,10240000000.0,1655000000.0,,,-516000000.0,516000000.0,,39950000000.0,34032000000.0,,4312000000.0,73982000000.0,161735000000.0,235717000000.0,235717000000.0,,,,8585000000.0,,25688000000.0,,,,,,,,,,,,,,,,,,4032000000.0
CVX,2021-12-31,0.0,0.275,39364000000.0,,,15625000000.0,17013000000.0,110174000000.0,39364000000.0,22351000000.0,-712000000.0,712000000.0,,15625000000.0,15625000000.0,139426000000.0,,,,,,,15625000000.0,,15625000000.0,,15625000000.0,-64000000.0,15689000000.0,15689000000.0,5950000000.0,21639000000.0,6171000000.0,514000000.0,,,-712000000.0,712000000.0,,16180000000.0,29252000000.0,,4014000000.0,45432000000.0,110174000000.0,155606000000.0,155606000000.0,,,,5657000000.0,,21275000000.0,,,,,,,,,,,,,,,,,,3963000000.0
NFLX,2025-12-31,0.0,0.137,30254617000.0,,,10981201000.0,16755555000.0,23275329000.0,30254617000.0,13499062000.0,-604051000.0,776510000.0,172459000.0,10981201000.0,10981201000.0,31856433000.0,,13326603000.0,4343863000.0,4249512000.0,2.53,2.58,10981201000.0,,10981201000.0,,10981201000.0,,10981201000.0,10981201000.0,1741351000.0,12722552000.0,,,,,-604051000.0,776510000.0,172459000.0,13326603000.0,8581104000.0,3391390000.0,5189714000.0,21907707000.0,23275329000.0,45183036000.0,45183036000.0,,,,,,,,,,,1888408000.0,1888408000.0,,,,3301306000.0,,,,,,,,
NFLX,2024-12-31,0.0,0.13,26314821000.0,,,8711631000.0,15630431000.0,21038464000.0,26314821000.0,10684390000.0,-451957000.0,718733000.0,266776000.0,8711631000.0,8711631000.0,28583352000.0,,10417614000.0,4392610000.0,4295190000.0,1.983,2.028,8711631000.0,,8711631000.0,,8711631000.0,,8711631000.0,8711631000.0,1254026000.0,9965657000.0,,,,,-451957000.0,718733000.0,266776000.0,10417614000.0,7544888000.0,2925295000.0,4619593000.0,17962502000.0,21038464000.0,39000966000.0,39000966000.0,,,,,,,,,,,1702039000.0,1702039000.0,,,,2917554000.0,,,,,,,,
NFLX,2023-12-31,0.0,0.13,21508387000.0,,,5407990000.0,14554384000.0,19715368000.0,21508387000.0,6954003000.0,-748598000.0,748598000.0,,5407990000.0,5407990000.0,26769294000.0,,6954003000.0,4494980000.0,4415710000.0,1.203,1.225,5407990000.0,,5407990000.0,,5407990000.0,,5407990000.0,5407990000.0,797415000.0,6205405000.0,,,,,-748598000.0,748598000.0,,6954003000.0,7053926000.0,2675758000.0,4378168000.0,14007929000.0,19715368000.0,33723297000.0,33723297000.0,,,,,,,,,,,1720285000.0,1720285000.0,,,,2657883000.0,,,,,,,,
NFLX,2022-12-31,0.0,0.15,20332955000.0,,,4491924000.0,14362814000.0,19168285000.0,20332955000.0,5970141000.0,-368902000.0,706212000.0,337310000.0,4491924000.0,4491924000.0,25982719000.0,,5632831000.0,4512900000.0,4446980000.0,0.995,1.01,4491924000.0,,4491924000.0,,4491924000.0,,4491924000.0,4491924000.0,772005000.0,5263929000.0,,,,,-368902000.0,706212000.0,337310000.0,5632831000.0,6814434000.0,2711041000.0,4103393000.0,12447265000.0,19168285000.0,31615550000.0,31615550000.0,,,,,,,,,,,1572891000.0,1572891000.0,,,,2530502000.0,,,,,,,,
NFLX,2021-12-31,,,,,,,,,,,,,411214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,411214000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
